post,splitted_text,splitted_tags
"How to stop a running method with keyboard input in a Console Application on C#? <p>In short, I'm utilizing C# to scientific computation and I've written a method that has a while loop that may run to a user-specified quantity of steps... Actually, this method may take too long to execute (like more than 5 hours). When it takes this long, I may want to stop the method pressing <kbd>Esc</kbd> key, for example.</p>

<p>As I read something about breaking <code>while</code>, it is as simple as a <code>Boolean</code> flag or something like this. So I thought in something like this:</p>

<pre><code>public Double? Run(int n)
{
    int i = 0;
    while ((i &lt; n) &amp;&amp; (/* inputkey != ConsoleKey.Escape */))
    {
        // here goes the heavy computation thing
        // and I need to read some ""inputkey"" as well to break this loop
        i++;
    }
    // I'm not worried about the return statement, as it is easy to do...
    // returns null if the user skipped the method by pressing Escape
    // returns null if the method didn't converged
    // returns the double value that the method calculated otherwise
}
</code></pre>

<p>Well, this is what I wondered until now... So please, could you give useful ideas to this extent? How can I wait for a user input (I thought about <code>Events</code>, but I'm not sure how to implement it here and I think that it will make the code even slower, if I have to listen to a key at every while step the code goes into...</p>

<p>Well, any ideas or comments?</p>

<hr>

<p><strong>Update</strong>: I think I should have had described better the problem. All the solutions you gave me may solve this problem I proposed, but I think I was not completely reliable to my real problem. I don't know if I should ask another question or keep with this one...</p>
","['stop', 'keyboard', 'input', 'application', 'computation', 'user', 'quantity', 'stop', 'method', 'example', 'something', 'flag', 'something', 'something', 'inputkey', 'consolekey', 'escape', 'computation', 'thing', 'need', 'loop', 'return', 'statement', 'method', 'escape', 'method', 'value', 'method', 'please', 'input', 'think', 'code', 'step', 'code', 'problem', 'solve', 'problem', 'problem', 'question']","['c#', 'input', 'while-loop', 'user-input', 'break']"
"Is there += for window.onload in Javascript? <p>recently I came up with the following problem: </p>

<p>In my web site in all html pages I call a function in body onLoad event:</p>

<pre><code>&lt;body onLoad=""func1();""&gt;
</code></pre>

<p>This is part of my template for html, so it appears on every page in my site and I can't change that. Now, the deal is that on some pages, I need to call some other functions onload and I tried with window.onload property, but it wipes the calling of func1... </p>

<p>I now that I can just say:</p>

<pre><code>window.onload = func2(); //where func2() calls to func1()
</code></pre>

<p>but this seems dirty and lame? Isn't it ?</p>

<p>So, is there a way to add some functions to those that are about to be executed onload, without deleting the old one? In addition I use asp.net if that could help ...</p>

<p>Thanks!</p>
","['window', 'onload', 'javascript', 'problem', 'site', 'html', 'function', 'body', 'event', 'body', 'onload', 'part', 'template', 'html', 'page', 'site', 'change', 'deal', 'onload', 'property', 'func', 'window', 'onload', 'func', 'func', 'onload', 'addition']","['asp.net', 'javascript', 'jquery', 'onload', 'anonymous-function']"
"Sort array by its keys using a pre-defined array of custom key orders <pre><code>$a = array(0=&gt;'a',1=&gt;'b',2=&gt;'c', 3=&gt;'d');
</code></pre>

<p>I want to change the order to be <code>3,2,0,1</code>：</p>

<pre><code>$a = array(3=&gt;'d',2=&gt;'c',0=&gt;'a', 1=&gt;'b');
</code></pre>
","['sort', 'array', 'array', 'custom', 'change', 'order', 'array']","['php', 'array', 'sorting', 'key', 'custom-sort']"
"MFC Combo-Box Control is not showing the full list of items when I click the drop-down menu <p>I'm coding an app in MSVS 2008, which has a ComboBox control which I initialize thru the code as below:</p>

<pre><code>static char*                    OptionString[4] = {""Opt1"",
                                                   ""Opt2"",
                                                   ""Opt3"",
                                                   ""Opt4""};


BOOL CMyAppDlg::OnInitDialog()
{
    CDialog::OnInitDialog();

 // Set the icon for this dialog.  The framework does this automatically
 //  when the application's main window is not a dialog
 SetIcon(m_hIcon, TRUE);   // Set big icon
 SetIcon(m_hIcon, FALSE);  // Set small icon

    // TODO: Add extra initialization here

    m_Option.AddString(OptionString[0]);
    m_Option.AddString(OptionString[1]);
    m_Option.AddString(OptionString[2]);
    m_Option.AddString(OptionString[3]);
    m_Option.SetCurSel(0);

    return TRUE;  // return TRUE  unless you set the focus to a control
}
</code></pre>

<p>In the above code, <code>m_Option</code> is the Control variable for the ComboBox Control.</p>

<p>Now, when I build the app and click the down-arrow, the drop-down box shows the first option ONLY(since I've selected that thru my code). But, if i press down-arrow key on keyboard, it cycles thru the options in the order I've inserted, but never does it show more than 1 option in the box. So, In case an user wants to select option3, he has to cycle through options 1 and 2 !! Though once I select any option using the keyboard, the appropriate event handlers are fired, I'm miffed by this behaviour , as is understandable.</p>

<p>I'm listing the properties of the combo-box control as well - only the properties that are true(rest are set to false):</p>

<ol>
<li>Type - Dropdown </li>
<li>Vertical Scrollbar</li>
<li>Visible Tabstop</li>
</ol>

<p>This has bugged me for weeks now. Can anyone pls enlighten me ?</p>
","['control', 'list', 'drop', 'menu', 'combobox', 'control', 'code', 'char', 'bool', 'cmyappdlg', 'oninitdialog', 'cdialog', 'oninitdialog', 'icon', 'dialog', 'framework', 'application', 'window', 'dialog', 'hicon', 'icon', 'seticon', 'hicon', 'icon', 'todo', 'initialization', 'option', 'option', 'option', 'option', 'option', 'return', 'return', 'focus', 'control', 'code', 'option', 'control', 'combobox', 'control', 'arrow', 'drop', 'option', 'thru', 'code', 'press', 'keyboard', 'order', 'option', 'case', 'user', 'option', 'cycle', 'option', 'event', 'listing', 'control', 'well', 'rest', 'type', 'scrollbar', 'anyone']","['visual-c++', 'visual-studio-2008', 'drop-down-menu', 'combobox', 'mfc']"
"Taking advantage of SSE and other CPU extensions <p>Theres are couple of places in my code base where the same operation is repeated a very large number of times for a large data set. In some cases it's taking a considerable time to process these.</p>

<p>I believe that using SSE to implement these loops should improve their performance significantly, especially where many operations are carried out on the same set of data, so once the data is read into the cache initially, there shouldn't be any cache misses to stall it. However I'm not sure about going about this.</p>

<ul>
<li><p>Is there a compiler and OS independent way writing the code to take advantage of SSE instructions? I like the VC++ intrinsics, which include SSE operations, but I haven't found any cross compiler solutions.</p></li>
<li><p>I still need to support some CPU's that either have no or limited SSE support (eg Intel Celeron). Is there some way to avoid having to make different versions of the program, like having some kind of ""run time linker"" that links in either the basic or SSE optimised code based on the CPU running it when the process is started?</p></li>
<li><p>What about other CPU extensions, looking at the instruction sets of various Intel and AMD CPU's shows there are a few of them?</p></li>
</ul>
","['advantage', 'base', 'operation', 'number', 'time', 'process', 'implement', 'performance', 'cache', 'compiler', 'advantage', 'cross', 'compiler', 'support', 'support', 'intel', 'celeron', 'program', 'kind', 'time', 'linker', 'code', 'process', 'instruction', 'intel']","['c++', 'gcc', 'cross-platform', 'visual-c++', 'simd']"
"A ""regex for words"" (semantic replacement) - any example syntax and libraries? <p>I'm looking for syntatic examples or common techniques for doing regular expression style transformations on words instead of characters, given a procedural language. </p>

<p>For example, to trace copying, one would want to create a document with similar meaning but with different word choices.</p>

<p>I'd like to be able to concisely define these possible transformations that I can apply to a text stream.</p>

<p>Eg.  ""fast <em>noun</em>"" to ""rapid <em>noun</em>"", but ""go fast."" wouldn't get transformed (no noun afterwards.<br>
Or:  ""Alice will sing <em>song</em>""  to ""<em>song</em> will be sung by Alice""   </p>

<p>I'd expect this to be done in grammatical checkers, such as detecting passive voice.   </p>

<p>A C# implementation for this sort of language-processing would be really neat, but I think the bulk of any effort is coming up with the right rules - Keeping the rules clear and understandable seems like a place to begin.</p>
","['regex', 'replacement', 'example', 'syntax', 'expression', 'style', 'language', 'example', 'trace', 'create', 'document', 'meaning', 'word', 'stream', 'fast', 'song', 'song', 'sung', 'alice', 'voice', 'implementation', 'sort', 'language', 'processing', 'effort', 'place', 'begin']","['c#', 'language-agnostic', 'parsing', 'syntax', 'semantics']"
"Is there a way to mount Android .img to access the AVD (Android Virtual Device) contents? <p>I feel a bit blind developing on an emulator for Android and not being able to see the file system on the AVD (.img).</p>

<p>Is there a way to mount it in Windows or Linux, so that I could at least see the file listing and maybe contents?</p>

<p>Bonus if it's mounted with write permissions as well.</p>

<p>Thank you.</p>
","['mount', 'access', 'device', 'emulator', 'android', 'file', 'system', 'mount', 'linux']","['android', 'virtual', 'disk', 'mount', 'android-virtual-device']"
"What are some common things to consider when developing a web-based application to be sold <p>I'm developing an application for an internal customer.  One of the requirements is that it be developed in such a way that it could potentially be sold to other organizations.  The application is a tracking application for a fund-raising organization that will manage their donations, donors, participants, and events.  I already know that I'll need to develop a plugin architecture for authentication (authorization will be handled internally) and to derive demographic data from an external directory.</p>

<p>The application will be built on ASP.NET/C#/Linq/SQL Server.  At this point I'm not really open to supporting alternative databases, but I'm thinking I could do this in the future via different Linq drivers, if necessary.</p>

<p>All of the web applications that I've built to date have been custom implementations so I'd like to know if there are other things that I need to address via plugins and/or configuration items.  Any input would be helpful.</p>

<p>Thanks.</p>
","['application', 'application', 'customer', 'application', 'fund', 'organization', 'manage', 'architecture', 'authentication', 'authorization', 'directory', 'application', 'server', 'point', 'linq', 'date', 'custom', 'configuration', 'input']","['c#', 'asp.net', 'architecture', 'web-applications', 'product']"
"At least one of the DataGridView control's columns has no cell template <p>I'm getting that exception.</p>

<pre><code>System.InvalidOperationException was unhandled
  Message=At least one of the DataGridView control's columns has no cell template.
  Source=System.Windows.Forms
  StackTrace:
       at System.Windows.Forms.DataGridView.CompleteCellsCollection(DataGridViewRow dataGridViewRow)
       at System.Windows.Forms.DataGridView.get_RowTemplateClone()
       at System.Windows.Forms.DataGridView.RefreshRows(Boolean scrollIntoView)
       at System.Windows.Forms.DataGridView.RefreshColumnsAndRows()
       at System.Windows.Forms.DataGridView.OnBindingContextChanged(EventArgs e)
       at System.Windows.Forms.Control.OnParentBindingContextChanged(EventArgs e)
       at System.Windows.Forms.Control.OnBindingContextChanged(EventArgs e)
       at System.Windows.Forms.Control.set_BindingContextInternal(BindingContext value)
       at System.Windows.Forms.ContainerControl.set_BindingContext(BindingContext value)
       at System.Windows.Forms.ContainerControl.get_BindingContext()
       at System.Windows.Forms.Control.get_BindingContextInternal()
       at System.Windows.Forms.Control.get_BindingContext()
       at System.Windows.Forms.DataGridView.DataGridViewDataConnection.SetDataConnection(Object dataSource, String dataMember)
       at System.Windows.Forms.DataGridView.set_DataSource(Object value)
       at Bloowars_Tools.A1_ResultWnd.A1_ResultWnd_Shown(Object sender, EventArgs e) in D:\Documents\Visual Studio 2010\Projects\Bloowars Tools\Bloowars Tools\A1_ResultWnd.cs:line 72
       at System.Windows.Forms.Form.OnShown(EventArgs e)
       at System.Windows.Forms.Form.CallShownEvent()
       at System.Windows.Forms.Control.InvokeMarshaledCallbackDo(ThreadMethodEntry tme)
       at System.Windows.Forms.Control.InvokeMarshaledCallbackHelper(Object obj)
       at System.Threading.ExecutionContext.runTryCode(Object userData)
       at System.Runtime.CompilerServices.RuntimeHelpers.ExecuteCodeWithGuaranteedCleanup(TryCode code, CleanupCode backoutCode, Object userData)
       at System.Threading.ExecutionContext.RunInternal(ExecutionContext executionContext, ContextCallback callback, Object state)
       at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean ignoreSyncCtx)
       at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
       at System.Windows.Forms.Control.InvokeMarshaledCallback(ThreadMethodEntry tme)
       at System.Windows.Forms.Control.InvokeMarshaledCallbacks()
       at System.Windows.Forms.Control.WndProc(Message&amp; m)
       at System.Windows.Forms.ScrollableControl.WndProc(Message&amp; m)
       at System.Windows.Forms.Form.WndProc(Message&amp; m)
       at System.Windows.Forms.Control.ControlNativeWindow.OnMessage(Message&amp; m)
       at System.Windows.Forms.Control.ControlNativeWindow.WndProc(Message&amp; m)
       at System.Windows.Forms.NativeWindow.DebuggableCallback(IntPtr hWnd, Int32 msg, IntPtr wparam, IntPtr lparam)
       at System.Windows.Forms.UnsafeNativeMethods.DispatchMessageW(MSG&amp; msg)
       at System.Windows.Forms.Application.ComponentManager.System.Windows.Forms.UnsafeNativeMethods.IMsoComponentManager.FPushMessageLoop(IntPtr dwComponentID, Int32 reason, Int32 pvLoopData)
       at System.Windows.Forms.Application.ThreadContext.RunMessageLoopInner(Int32 reason, ApplicationContext context)
       at System.Windows.Forms.Application.ThreadContext.RunMessageLoop(Int32 reason, ApplicationContext context)
       at System.Windows.Forms.Application.RunDialog(Form form)
       at System.Windows.Forms.Form.ShowDialog(IWin32Window owner)
       at Bloowars_Tools.MainWnd.bt_A1_Wyniki_Click(Object sender, EventArgs e) in D:\Documents\Visual Studio 2010\Projects\Bloowars Tools\Bloowars Tools\Form1.cs:line 165
       at System.Windows.Forms.Control.OnClick(EventArgs e)
       at System.Windows.Forms.Button.OnClick(EventArgs e)
       at System.Windows.Forms.Button.OnMouseUp(MouseEventArgs mevent)
       at System.Windows.Forms.Control.WmMouseUp(Message&amp; m, MouseButtons button, Int32 clicks)
       at System.Windows.Forms.Control.WndProc(Message&amp; m)
       at System.Windows.Forms.ButtonBase.WndProc(Message&amp; m)
       at System.Windows.Forms.Button.WndProc(Message&amp; m)
       at System.Windows.Forms.Control.ControlNativeWindow.OnMessage(Message&amp; m)
       at System.Windows.Forms.Control.ControlNativeWindow.WndProc(Message&amp; m)
       at System.Windows.Forms.NativeWindow.DebuggableCallback(IntPtr hWnd, Int32 msg, IntPtr wparam, IntPtr lparam)
       at System.Windows.Forms.UnsafeNativeMethods.DispatchMessageW(MSG&amp; msg)
       at System.Windows.Forms.Application.ComponentManager.System.Windows.Forms.UnsafeNativeMethods.IMsoComponentManager.FPushMessageLoop(IntPtr dwComponentID, Int32 reason, Int32 pvLoopData)
       at System.Windows.Forms.Application.ThreadContext.RunMessageLoopInner(Int32 reason, ApplicationContext context)
       at System.Windows.Forms.Application.ThreadContext.RunMessageLoop(Int32 reason, ApplicationContext context)
       at System.Windows.Forms.Application.Run(Form mainForm)
       at Bloowars_Tools.Program.Main() in D:\Documents\Visual Studio 2010\Projects\Bloowars Tools\Bloowars Tools\Program.cs:line 18
       at System.AppDomain._nExecuteAssembly(RuntimeAssembly assembly, String[] args)
       at System.AppDomain.ExecuteAssembly(String assemblyFile, Evidence assemblySecurity, String[] args)
       at Microsoft.VisualStudio.HostingProcess.HostProc.RunUsersAssembly()
       at System.Threading.ThreadHelper.ThreadStart_Context(Object state)
       at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state, Boolean ignoreSyncCtx)
       at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
       at System.Threading.ThreadHelper.ThreadStart()
  InnerException: 
</code></pre>

<p>This is my code:</p>

<pre><code>        public List&lt;Player&gt; PlayerList { get; set; }

    public A1_ResultWnd()
    {
        InitializeComponent();
        //GenerateColumns();            
    }

    private void GenerateColumns()
    {
        Grid.AutoGenerateColumns = false;

        DataGridViewColumn miejsce = new DataGridViewColumn();
        miejsce.DataPropertyName = ""Miejsce"";
        miejsce.HeaderText = ""Miejsce"";
        miejsce.Name = ""miejsceCollumn"";

        DataGridViewColumn imie = new DataGridViewColumn();
        miejsce.DataPropertyName = ""Imie"";
        miejsce.HeaderText = ""Imię"";

        DataGridViewColumn uid = new DataGridViewColumn();
        miejsce.DataPropertyName = ""UID"";
        miejsce.HeaderText = ""UID"";

        DataGridViewColumn rasa = new DataGridViewColumn();
        miejsce.DataPropertyName = ""Rasa"";
        miejsce.HeaderText = ""Rasa"";

        DataGridViewColumn sex = new DataGridViewColumn();
        miejsce.DataPropertyName = ""Sex"";
        miejsce.HeaderText = ""Płeć"";

        DataGridViewColumn klan = new DataGridViewColumn();
        miejsce.DataPropertyName = ""Klan"";
        miejsce.HeaderText = ""Klan"";

        DataGridViewColumn strefa = new DataGridViewColumn();
        miejsce.DataPropertyName = ""Strefa"";
        miejsce.HeaderText = ""Strefa"";

        DataGridViewColumn status = new DataGridViewColumn();
        miejsce.DataPropertyName = ""Status"";
        miejsce.HeaderText = ""Status"";

        Grid.Columns.Add(miejsce);
        Grid.Columns.Add(imie);
        Grid.Columns.Add(uid);
        Grid.Columns.Add(rasa);
        Grid.Columns.Add(sex);
        Grid.Columns.Add(klan);
        Grid.Columns.Add(strefa);
        Grid.Columns.Add(status);
    }

    private void A1_ResultWnd_Shown(object sender, EventArgs e)
    {
        GenerateColumns();
        Grid.DataSource = PlayerList; //Here the exception occures
    }
</code></pre>

<p>PlayreList is not empty.</p>
","['datagridview', 'control', 'column', 'cell', 'template', 'exception', 'system', 'invalidoperationexception', 'message', 'datagridview', 'control', 'column', 'cell', 'source', 'system', 'stacktrace', 'system', 'completecellscollection', 'datagridviewrow', 'datagridviewrow', 'system', 'rowtemplateclone', 'system', 'datagridview', 'scrollintoview', 'system', 'datagridview', 'system', 'eventargs', 'system', 'control', 'system', 'control', 'system', 'value', 'system', 'value', 'system', 'system', 'system', 'control', 'bindingcontext', 'system', 'datagridviewdataconnection', 'setdataconnection', 'datasource', 'string', 'datamember', 'system', 'datasource', 'object', 'value', 'sender', 'eventargs', 'studio', 'line', 'system', 'system', 'callshownevent', 'system', 'control', 'threadmethodentry', 'system', 'control', 'object', 'system', 'runtrycode', 'object', 'system', 'code', 'cleanupcode', 'backoutcode', 'system', 'executioncontext', 'contextcallback', 'callback', 'object', 'state', 'system', 'contextcallback', 'callback', 'state', 'boolean', 'ignoresyncctx', 'system', 'contextcallback', 'callback', 'object', 'state', 'system', 'control', 'threadmethodentry', 'system', 'control', 'system', 'control', 'message', 'system', 'scrollablecontrol', 'message', 'system', 'form', 'wndproc', 'message', 'system', 'control', 'controlnativewindow', 'onmessage', 'message', 'system', 'control', 'controlnativewindow', 'wndproc', 'message', 'system', 'debuggablecallback', 'intptr', 'hwnd', 'intptr', 'wparam', 'intptr', 'lparam', 'system', 'dispatchmessagew', 'system', 'application', 'componentmanager', 'system', 'dwcomponentid', 'reason', 'pvloopdata', 'system', 'application', 'runmessageloopinner', 'reason', 'context', 'system', 'application', 'reason', 'context', 'system', 'application', 'rundialog', 'form', 'form', 'system', 'showdialog', 'iwin', 'window', 'owner', 'wyniki', 'click', 'object', 'sender', 'eventargs', 'studio', 'line', 'system', 'control', 'eventargs', 'system', 'button', 'eventargs', 'system', 'button', 'mevent', 'system', 'control', 'message', 'system', 'control', 'message', 'system', 'buttonbase', 'wndproc', 'message', 'system', 'button', 'wndproc', 'message', 'system', 'control', 'controlnativewindow', 'onmessage', 'message', 'system', 'control', 'controlnativewindow', 'wndproc', 'message', 'system', 'debuggablecallback', 'intptr', 'hwnd', 'intptr', 'wparam', 'intptr', 'lparam', 'system', 'dispatchmessagew', 'system', 'application', 'componentmanager', 'system', 'dwcomponentid', 'reason', 'pvloopdata', 'system', 'application', 'runmessageloopinner', 'reason', 'context', 'system', 'application', 'reason', 'context', 'system', 'application', 'form', 'mainform', 'program', 'studio', 'program', 'line', 'system', 'appdomain', 'args', 'system', 'appdomain', 'evidence', 'assemblysecurity', 'visualstudio', 'hostingprocess', 'hostproc', 'system', 'threadstart', 'context', 'object', 'state', 'system', 'contextcallback', 'callback', 'state', 'boolean', 'ignoresyncctx', 'system', 'contextcallback', 'callback', 'object', 'state', 'system', 'threadstart', 'innerexception', 'list', 'player', 'resultwnd', 'initializecomponent', 'generatecolumns', 'void', 'generatecolumns', 'autogeneratecolumns', 'datagridviewcolumn', 'miejsce', 'datagridviewcolumn', 'miejsce', 'datapropertyname', 'miejsce', 'miejsce', 'headertext', 'miejsce', 'miejsce', 'name', 'miejscecollumn', 'datagridviewcolumn', 'imie', 'datagridviewcolumn', 'miejsce', 'datapropertyname', 'miejsce', 'headertext', 'imię', 'datagridviewcolumn', 'datagridviewcolumn', 'miejsce', 'datapropertyname', 'miejsce', 'datagridviewcolumn', 'rasa', 'datagridviewcolumn', 'miejsce', 'datapropertyname', 'rasa', 'miejsce', 'headertext', 'rasa', 'datagridviewcolumn', 'datagridviewcolumn', 'miejsce', 'datapropertyname', 'miejsce', 'headertext', 'płeć', 'datagridviewcolumn', 'klan', 'datagridviewcolumn', 'miejsce', 'datapropertyname', 'klan', 'klan', 'datagridviewcolumn', 'strefa', 'datagridviewcolumn', 'miejsce', 'datapropertyname', 'miejsce', 'headertext', 'strefa', 'datagridviewcolumn', 'status', 'datagridviewcolumn', 'miejsce', 'datapropertyname', 'status', 'status', 'column', 'status', 'void', 'resultwnd', 'sender', 'eventargs', 'generatecolumns', 'datasource', 'playerlist', 'exception']","['c#', 'winforms', 'exception', 'collection', 'datagridview']"
"How to store image files in the backend of a site <p>I'm building a site, and have just started getting into developing the backend.</p>

<p>The point of my site will be to display images to a visitor. For development purposes, I'd like to test everything first before going live. </p>

<p>I'd like to know what the best way of storing these images is. I've just finished setting up my Wamp server, and added a new db with phpMyAdmin. I found that I can store each image directly in the mySQL database as a BLOB data type. But is this the best way to go? </p>

<p>Thank you!</p>
","['store', 'image', 'site', 'building', 'site', 'point', 'site', 'display', 'development', 'test', 'everything', 'storing', 'wamp', 'server', 'phpmyadmin', 'image', 'database', 'blob', 'type', 'thank']","['php', 'mysql', 'sql', 'web', 'phpmyadmin']"
"Cassandra, mongodb or couchdb for Ruby on Rails <p>I think these three are the most popular non-relational db:s out there at this moment.</p>

<p>I want to give them a try, but I wonder which one of these are most suitable for Rails when it comes to Gem, documentation and tutorial support.</p>

<p>Eg. if I install a very good gem that is for Rails but this just use AR and mongodb, then it would be a pity I didn't use mongodb.</p>

<ul>
<li><p>How many gems are supporting each one of these databases?</p></li>
<li><p>Which one is the most popular and main-stream in ruby/rails community, thus has more online documentations/tutorials?</p></li>
<li><p>Which one offers tight integration of Rails?</p></li>
</ul>
","['cassandra', 'mongodb', 'couchdb', 'ruby', 'moment', 'wonder', 'support', 'install', 'stream', 'ruby', 'community', 'integration']","['ruby-on-rails', 'ruby', 'mongodb', 'couchdb', 'cassandra']"
"jQuery - move to a specific element location <p>I have a pagination system like this:</p>

<pre><code>[content]
1 2 3 Next &gt;
</code></pre>

<p>when you click on 1/2/3/next the [content] element gets replaced trough ajax.</p>

<p>the problem is that the screen focus moves up if the new height of the [content] is larger than the previous one.</p>

<p>can I force the screen to stay focused where where the pagination links are?</p>
","['jquery', 'move', 'element', 'location', 'pagination', 'system', 'click', 'content', 'element', 'ajax', 'problem', 'screen', 'focus', 'force', 'screen', 'stay', 'pagination']","['javascript', 'jquery', 'html', 'ajax', 'pagination']"
"Select From a table that is constantly being inserted into <p>How would I go about grabbing data from a table that is CONSTANTLY being inserted into (and needs to be) without causing any locking so that the inserts will continue unheeded.</p>

<p>I've looked around and found select with nolock option but, if I'm understanding correctly, this does not stop the lock creation, rather goes around current locks and grabs everything?</p>

<p>Thanks.</p>

<p>EDIT: This table will never be UPDATED, only INSERTS and SELECTS</p>
","['select', 'table', 'table', 'select', 'nolock', 'option', 'lock', 'creation', 'everything']","['sql', 'sql-server-2008', 'select', 'insert', 'deadlock']"
"Perl DBI without accessing the database <p>I'm  creating a set of SQL <code>INSERT</code> statements for a database that doesn't exist yet, and I'm saving them to file.</p>

<p>How can I use Perl's powerful DBI module to create those INSERT statements without accessing a specific database. In particular, it looks like using the <code>$dbh-&gt;quote()</code> function requires that I instantiate <code>$dbh</code> with a connection to a database.</p>
","['perl', 'database', 'file', 'perl', 'module', 'create', 'database', 'function', 'connection', 'database']","['mysql', 'sql', 'database', 'perl', 'dbi']"
"How to make a swing app aware of screen size change? <p>while my swing app is running I change the size of the screen (e.g. from 1024x768 to 800x600).</p>

<p>Is there any event I can listen to to be notified about this?</p>

<p>Alternatively I could check the screen size in every couple of second, but the Toolkit.getScreenSize() keeps telling me the old value.<br/>
How could I get the <i>real</i> screen size after the change?</p>

<p>Environment: Linux (tested on SuSE ES 11 and Ubuntu 9.04)</p>

<p>I appreciate your help.<br/>
Marton</p>
","['swing', 'size', 'change', 'change', 'size', 'event', 'listen', 'size', 'couple', 'toolkit', 'value', 'size', 'change', 'environment', 'linux', 'suse', 'appreciate', 'help', 'marton']","['java', 'swing', 'size', 'screen', 'toolkit']"
"Pointcut matching methods with annotated parameters <p>I need to create an aspect with a pointcut matching a method if:</p>

<ul>
<li>Is public</li>
<li>Its class is annotated with @Controller  <strong><em>(Finally does not)</em></strong></li>
<li>One of its parameters (can have many) is annotated with @MyParamAnnotation.</li>
</ul>

<p>I think the first two conditions are easy, but I don't know if its possible to accomplish the third with Spring. If it is not, maybe I can change it into:</p>

<ul>
<li>One of its parameters is an instance of type com.me.MyType (or implements some interface)</li>
</ul>

<p>Do you think it's possible to achieve this? And will performance be good?</p>

<p>Thanks </p>

<p><strong>EDIT</strong>: One example of a matching method. As you can see, MyMethod is not annotated (but it can be).</p>

<pre><code>@Controller
public class MyClass {
    public void MyMethod (String arg0, @MyParamAnnotation Object arg1, Long arg3) {
        ...
    }
}
</code></pre>

<p><strong>EDIT</strong>: The solution I finally used, based on @Espen answers. As you can see, I changed my conditions a little: class doesn't actually need to be a @Controller.</p>

<pre><code>@Around(""execution(public * * (.., @SessionInject (*), ..))"")
public void methodAround(JoinPoint joinPoint) throws Exception {
    ...
}
</code></pre>
","['pointcut', 'pointcut', 'class', 'controller', 'myparamannotation', 'spring', 'change', 'instance', 'type', 'mytype', 'performance', 'example', 'method', 'mymethod', 'class', 'myclass', 'void', 'mymethod', 'myparamannotation', 'object', 'edit', 'solution', 'class', 'controller', 'execution', 'void', 'methodaround', 'joinpoint', 'joinpoint', 'exception']","['java', 'spring', 'aop', 'aspectj', 'annotation']"
"CMake and absolute header paths <p>I'm trying to use CMake to build my C++ project and I have a problem in the header paths.</p>

<p>Since I'm using a lot of classes organized in several directories, all my include statements are with absolute paths (so no need to use ""../../"") but when try to make the CMake-generated Makefile it just doesn't work.</p>

<p>Does anyone know how to specify in CMakeLists.txt that all the includes are with absolute paths?</p>

<hr>

<p>My output when trying to make</p>

<p><code>
~/multiboost/BanditsLS/GenericBanditAlgorithmLS.h:45:25: Utils/Utils.h: No such file or directory<br>
~/multiboost/BanditsLS/GenericBanditAlgorithmLS.h:46:35: Utils/StreamTokenizer.h: No such file or directory
</code></p>

<p>My CMakeLists.txt file : </p>

<pre><code>#The following command allows the use of the ""file"" command
cmake_minimum_required(VERSION 2.6)  

#The declaration of the project
project(multiboost)  

#This allows recursive parsing of the source files
file(
    GLOB_RECURSE
    source_files
    *
    )  
list(REMOVE_ITEM source_files ./build/* )

#This indicates the target (the executable)  
add_executable(
    multiboost
    ${source_files} #EXCLUDE_FROM_ALL build/
    )
</code></pre>
","['header', 'cmake', 'build', 'project', 'problem', 'header', 'work', 'anyone', 'output', 'multiboost', 'banditsls', 'genericbanditalgorithmls', 'directory', 'multiboost', 'banditsls', 'genericbanditalgorithmls', 'streamtokenizer', 'file', 'directory', 'command', 'minimum', 'version', 'declaration', 'project', 'project', 'multiboost', 'source', 'recurse', 'source', 'item', 'source', 'target', 'multiboost', 'source']","['c++', 'path', 'header', 'include', 'cmake']"
